"","blog.txt","news.txt","twitter.txt"
"s sister",20,2,13
"s six",6,2,2
"s sixth",1,1,2
"s size",9,1,3
"s skills",1,1,2
"s skin",7,1,2
"s sleeping",4,1,4
"s small",14,1,19
"s snowing",1,1,8
"s soccer",1,1,10
"s soccer game",1,1,2
"s social",6,1,12
"s someone",5,1,4
"s something",65,7,31
"s son",11,4,13
"s songs",4,3,7
"s soon",3,1,7
"s special",11,1,36
"s speech",7,2,12
"s sports",2,1,11
"s square",2,2,1
"s staff",6,6,5
"s stand",3,2,7
"s standards",6,2,2
"s star",2,2,9
"s starting",14,2,18
"s starting point",1,1,1
"s state",5,5,7
"s stated",4,1,1
"s statement",15,1,3
"s staying",1,1,6
"s still",96,15,135
"s stolen",1,1,2
"s stopped",3,1,2
"s store",8,1,6
"s stores",3,1,1
"s stories",7,1,1
"s story",55,2,26
"s strange",7,2,9
"s street",1,1,3
"s strong",5,1,6
"s students",3,1,5
"s stupid",4,1,15
"s style",11,2,9
"s success",6,2,8
"s sudden",2,1,1
"s suggestion",6,1,1
"s suit",3,1,3
"s summer",10,1,13
"s super",23,2,32
"s support",6,4,7
"s sure",25,1,26
"s surprise",8,1,6
"s surprising",9,1,4
"s suspension",1,1,1
"s system",4,2,4
"s table",4,4,9
"s take",11,1,16
"s taken",19,1,5
"s taking",18,3,19
"s talent",3,1,4
"s tasting",1,1,3
"s tasting menu",1,1,2
"s tax",2,1,2
"s teachers",3,1,2
"s team",9,3,12
"s telling",5,1,5
"s terrible",15,1,15
"s thanksgiving",4,1,1
"s theatre",2,1,2
"s theme",11,2,5
"s thin",1,1,1
"s thinking",11,1,8
"s third",6,4,7
"s three",18,6,7
"s three years",3,1,1
"s throw",2,1,2
"s tibetan",1,1,1
"s time",164,9,256
"s time make",3,1,5
"s time year",6,1,2
"s times",2,1,5
"s tiny",7,1,3
"s tired",1,1,3
"s title",9,1,2
"s today",10,1,26
"s told",9,1,4
"s took",6,1,2
"s top",28,17,33
"s total",4,2,2
"s tough",17,9,25
"s toy",1,1,3
"s trade",1,1,3
"s tragic",4,1,1
"s transition",4,1,1
"s trees",2,1,1
"s tricky",1,1,2
"s trip",6,1,10
"s triple",2,1,3
"s true",52,4,110
"s trusting",1,1,1
"s trying",26,2,21
"s trying find",1,1,1
"s tuesday",4,1,19
"s turf",1,2,2
"s turn",22,1,14
"s tv",4,1,12
"s two",23,10,11
"s typical",1,1,1
"s unbelievable",3,1,4
"s uncle",6,1,2
"s understandable",2,1,5
"s unemployment",3,2,2
"s unfortunate",5,2,4
"s union",2,1,4
"s unique",5,3,9
"s unofficial",1,1,1
"s unusual",4,1,4
"s upcoming",5,1,5
"s us",8,3,21
"s use",10,5,7
"s usually",14,2,13
"s ve",32,2,13
"s ve got",3,1,2
"s version",18,3,7
"s veteran",1,1,1
"s vice",2,3,1
"s view",6,1,7
"s village",3,1,1
"s virtually",4,1,1
"s vision",13,1,2
"s visit",6,5,2
"s voice",29,1,34
"s voting",1,1,1
"s walk",4,2,6
"s want",15,2,20
"s war",10,1,2
"s watch",6,1,5
"s water",5,1,2
"s way",65,6,81
"s weak",2,2,3
"s wearing",2,1,19
"s website",30,3,19
"s wedding",17,1,18
"s week",9,1,19
"s weekend",7,1,23
"s weight",8,1,1
"s welcome",3,1,1
"s well",29,3,22
"s west",3,1,4
"s white",9,1,9
"s wife",27,2,23
"s wild",8,1,7
"s willing",7,3,5
"s window",1,2,1
"s windows",1,1,3
"s wine",1,3,3
"s winner",3,1,3
"s winter",2,1,6
"s wish",5,1,9
"s without",3,1,2
"s women",5,4,8
"s women s",1,4,3
"s wonderful",32,1,25
"s word",16,1,20
"s words",23,1,6
"s work",65,3,32
"s working",19,1,25
"s workshop",2,1,4
"s world",44,5,27
"s worst",9,2,20
"s worth",66,1,49
"s wrong",30,2,67
"s yard",2,2,3
"s year",11,1,14
"s yet",7,1,4
"s&p 500",1,2,1
"sacramento kings",2,1,1
"sacred heart",4,3,1
"sad see",10,1,29
"safe healthy",1,1,1
"safe place",6,2,3
"safe way",1,1,1
"safest way",1,1,1
"safety net",6,1,3
"safety security",6,2,1
"saharan africa",2,1,3
"said ò",28,4,1
"said 1",2,1,1
"said almost",2,1,1
"said also",4,5,2
"said always",7,2,2
"said amy",1,1,1
"said anything",8,1,11
"said appreciated",1,1,1
"said asked",1,1,2
"said bad",3,1,3
"said believe",5,4,1
"said believed",5,1,1
"said best",5,2,7
"said better",3,2,7
"said big",2,2,4
"said buy",4,1,1
"said call",1,2,3
"said called",1,1,1
"said can",15,7,11
"said change",3,1,1
"said come",8,2,5
"said couple",1,2,1
"said d",31,8,18
"said d never",3,1,3
"said decided",2,1,1
"said earlier",4,1,3
"said easy",2,1,3
"said even",5,6,4
"said every",2,1,1
"said everything",3,1,1
"said father",2,4,1
"said favorite",2,1,1
"said feels",2,2,1
"said first",10,3,7
"said fit",1,1,1
"said following",3,1,2
"said game",1,1,2
"said gave",1,2,5
"said get",8,2,12
"said give",4,4,3
"said go",9,1,9
"said going",10,4,13
"said good",10,3,8
"said got",6,3,6
"said happened",1,1,1
"said happy",1,1,8
"said heard",1,1,2
"said hope",3,1,5
"said issue",1,1,1
"said james",2,1,1
"said just",20,9,7
"said keep",2,1,3
"said know",18,8,8
"said last",9,4,9
"said last night",2,1,2
"said last week",1,2,1
"said least",1,3,1
"said leaving",1,1,2
"said left",1,2,1
"said life",1,1,3
"said like",9,4,13
"said liked",1,1,1
"said live",1,1,1
"said ll",11,8,10
"said look",7,2,7
"said looked",4,3,3
"said lot",5,3,1
"said love",10,3,10
"said m",18,10,26
"said m pretty",1,1,1
"said m really",1,1,1
"said ma",1,1,2
"said make",5,3,2
"said makes",3,1,2
"said man",1,5,3
"said many",7,13,3
"said may",3,4,2
"said move",1,2,1
"said mr",4,1,1
"said much",3,3,5
"said must",5,1,3
"said need",11,5,11
"said never",8,3,12
"said new",3,5,4
"said next",2,2,1
"said nobody",1,1,3
"said nothing",15,1,7
"said notice",1,1,1
"said now",4,2,3
"said number",1,5,1
"said obama",2,1,4
"said ok",4,1,5
"said old",1,1,1
"said one",20,15,9
"said one thing",3,2,1
"said people",6,4,4
"said peter",1,1,1
"said plans",1,1,1
"said police",6,3,1
"said possible",1,1,1
"said president",3,2,1
"said pretty",1,2,4
"said problem",1,1,3
"said process",3,1,1
"said put",2,2,4
"said re",14,13,11
"said ready",1,1,1
"said really",7,2,2
"said reports",1,1,1
"said right",2,2,6
"said s",42,51,36
"said s just",1,2,1
"said s like",1,2,1
"said said",5,5,11
"said say",2,2,3
"said see",2,2,3
"said sent",1,1,2
"said something",10,4,21
"said sometimes",5,1,1
"said started",1,1,1
"said still",9,2,4
"said sunday",1,2,1
"said surprised",2,1,2
"said take",6,1,7
"said taking",1,1,1
"said tears",1,1,1
"said tell",2,2,2
"said test",1,1,1
"said thank",7,1,8
"said things",7,1,2
"said think",11,11,2
"said thinks",1,4,2
"said thought",6,2,3
"said time",13,1,2
"said today",5,7,2
"said told",5,4,2
"said took",4,2,1
"said true",4,1,2
"said try",5,1,2
"said trying",2,1,1
"said tuesday",2,7,2
"said two",3,4,1
"said ve",11,12,3
"said want",14,8,7
"said wanted",11,4,9
"said wants",1,2,1
"said went",2,2,1
"said will",17,16,9
"said words",4,1,1
"said wow",2,1,1
"said year",2,1,1
"said yesterday",2,2,2
"said yet",1,1,1
"saint louis",1,3,5
"salad lunch",1,1,3
"salad sandwich",2,1,3
"sale price",3,1,2
"salem s",1,1,1
"sales marketing",3,1,5
"sales tax",4,4,4
"salt lake",7,2,7
"salt lake city",2,1,4
"salvation army",12,3,3
"sam adams",6,1,4
"sam s",16,1,17
"samuel l",3,1,9
"samuel l jackson",3,1,9
"san antonio",9,5,69
"san diego",19,18,243
"san francisco",59,40,98
"san francisco bay",2,2,3
"san francisco chronicle",1,1,10
"san francisco giants",1,1,1
"san jose",8,5,27
"san juan",5,2,6
"san miguel",1,1,1
"san pedro",1,1,2
"santa ana",4,4,5
"santa clara",1,5,5
"santa claus",8,2,5
"santa cruz",4,5,7
"santa fe",7,1,18
"santa monica",5,1,32
"sao paulo",2,1,1
"sarah palin",10,1,10
"sat chair",1,1,1
"saturated fat",3,1,2
"saturday 10",1,1,4
"saturday 8",2,1,4
"saturday afternoon",12,1,14
"saturday april",5,2,14
"saturday april 28",2,1,1
"saturday march",3,1,4
"saturday may",8,2,15
"saturday morning",40,3,25
"saturday night",31,18,74
"saturday night live",3,4,4
"saturday night s",1,1,2
"saturday s",11,7,23
"saturday sunday",6,1,16
"saudi arabia",13,3,4
"sauvignon blanc",4,4,1
"save day",11,1,6
"save even",1,1,2
"save life",7,1,7
"save lives",3,1,3
"save money",15,4,25
"saving grace",2,1,2
"saving time",2,1,5
"savings bank",2,1,1
"saw baby",5,1,2
"saw family",1,1,4
"saw good",1,1,2
"saw great",2,1,6
"saw lot",3,1,3
"saw one",8,2,11
"saw s",2,1,8
"saw three",2,1,1
"saw tv",1,1,3
"saw weekend",1,1,1
"say always",5,1,5
"say anyone",4,1,2
"say anything",36,2,30
"say apple",1,1,1
"say believe",2,1,3
"say better",1,1,5
"say enjoy",1,1,2
"say enough",10,1,4
"say even",3,1,3
"say feel",7,1,8
"say first",5,2,4
"say first time",2,1,1
"say get",5,1,6
"say kind",4,1,1
"say know",17,1,10
"say little",4,1,3
"say ll",8,1,12
"say m",57,2,72
"say m sorry",3,1,4
"say make",5,1,2
"say man",1,1,5
"say might",1,1,1
"say much",13,1,10
"say need",8,1,11
"say new",5,2,3
"say often",1,1,2
"say oh",6,1,10
"say one",30,2,19
"say re",22,4,28
"say ready",1,1,1
"say rock",1,1,1
"say s",58,6,65
"say said",3,2,2
"say say",6,1,9
"say simply",1,1,1
"say something",35,1,49
"say stop",3,1,4
"say thing",6,1,5
"say things",21,1,13
"say think",12,2,6
"say use",5,2,2
"say used",4,1,1
"say want",10,1,25
"say whether",5,3,1
"say will",25,2,14
"say without",4,1,3
"say worth",2,1,1
"say wrong",2,1,2
"say year",2,1,2
"say yes",20,3,25
"saying anything",2,1,3
"saying believe",3,2,1
"saying even",3,1,1
"saying first",1,1,1
"saying good",3,1,5
"saying goodbye",2,1,3
"saying got",1,1,6
"saying hey",4,1,4
"saying like",2,1,6
"saying many",4,1,1
"saying put",1,1,2
"saying re",7,2,9
"saying really",3,1,1
"saying s",14,4,17
"saying sorry",1,1,3
"saying thing",1,1,1
"saying time",1,1,1
"says ask",1,1,3
"says best",2,1,3
"says can",14,1,6
"says everything",1,2,3
"says general",1,1,1
"says get",1,1,1
"says going",3,2,3
"says got",2,1,1
"says john",1,1,1
"says just",9,2,4
"says let",2,1,1
"says like",4,1,4
"says little",1,1,1
"says look",3,1,4
"says lot",4,1,12
"says m",8,1,20
"says man",2,2,1
"says never",1,1,2
"says new",2,2,4
"says one",7,1,5
"says re",4,1,14
"says report",1,1,1
"says s",25,7,41
"says think",5,2,2
"says two",1,1,1
"says want",7,1,1
"says wants",3,1,2
"says will",15,2,10
"scale 0",2,1,1
"scarlett johansson",2,1,2
"scary one",2,1,1
"schedule get",1,1,1
"scheduled open",1,2,1
"scheduled wednesday",1,1,2
"scheme things",7,1,2
"scholarship program",1,4,2
"school apparently",1,1,1
"school back",3,1,1
"school based",1,1,1
"school board",7,11,8
"school bus",10,1,10
"school business",2,3,4
"school class",3,2,5
"school district",17,20,13
"school district will",1,1,1
"school districts",4,7,3
"school education",4,1,1
"school family",2,1,1
"school feel",2,2,2
"school feel like",1,1,1
"school field",1,1,1
"school find",2,1,1
"school football",2,1,6
"school friends",2,1,2
"school gets",1,1,2
"school history",1,2,3
"school home",5,1,3
"school just",7,2,15
"school loans",1,1,3
"school math",1,1,1
"school need",2,1,4
"school new",2,1,1
"school performance",1,1,2
"school principal",1,1,2
"school program",6,2,2
"school property",1,1,1
"school record",1,4,1
"school s",29,10,27
"school school",7,1,2
"school senior",2,1,2
"school start",1,1,5
"school student",5,3,4
"school students",5,8,8
"school system",15,5,1
"school teacher",7,1,4
"school thinks",1,1,1
"school tuesday",1,1,4
"school want",2,1,3
"school well",2,1,2
"school will",10,2,10
"school year",29,6,31
"school yet",1,1,2
"schools across",1,3,1
"schools can",2,2,1
"schools will",2,4,3
"science behind",2,1,1
"science center",2,4,2
"science degree",1,1,1
"science fair",1,1,3
"score first",1,1,4
"scored first",2,1,2
"scoreless innings",1,1,2
"scott brown",2,1,1
"scott s",6,1,8
"scott walker",2,1,14
"screen tv",3,1,4
"script s",3,1,1
"scuba diving",2,1,1
"sea salt",12,2,9
"sea urchin",1,1,1
"seal beach",1,1,1
"sealed deal",2,1,1
"search engine",10,1,13
"season 1",2,1,13
"season 10",2,1,2
"season 5",1,2,11
"season begins",1,1,5
"season ended",2,1,2
"season finale",7,2,28
"season game",1,2,1
"season great",1,1,2
"season just",3,1,3
"season keep",1,1,1
"season look",1,1,2
"season many",3,2,1
"season one",6,3,3
"season opener",1,1,4
"season right",4,1,6
"season s",11,8,20
"season since",1,1,1
"season started",5,1,3
"season ticket",1,2,4
"season tickets",3,2,8
"season time",1,2,2
"season two",3,3,4
"season will",7,1,5
"season win",1,1,2
"seat belt",1,1,2
"seat belts",3,1,2
"seattle area",1,1,5
"second base",1,4,3
"second best",3,1,3
"second book",14,1,3
"second career",1,2,2
"second choice",1,1,3
"second class",2,1,2
"second day",11,1,8
"second game",2,3,5
"second grade",6,2,2
"second guessing",2,2,2
"second half",29,11,24
"second hand",16,1,2
"second hand smoke",2,1,1
"second highest",4,1,2
"second largest",3,2,1
"second last",4,1,5
"second night",2,1,2
"second one",13,1,12
"second place",10,5,5
"second quarter",4,9,1
"second round",8,5,13
"second row",3,1,1
"second season",4,3,5
"second section",1,1,1
"second set",7,1,1
"second story",6,1,2
"second term",8,6,1
"second third",13,4,1
"second three",1,2,3
"second time",49,7,35
"second time week",1,1,3
"second week",7,1,3
"second year",9,3,6
"seconds go",1,1,3
"seconds later",7,3,4
"secret service",10,3,15
"secret weapon",3,1,3
"secretary state",13,5,8
"secretary state hillary",2,1,1
"section 8",4,1,1
"security cameras",1,1,1
"security council",2,1,1
"security forces",10,1,1
"security guards",6,1,1
"security medicare",2,1,1
"security staff",2,1,1
"security will",2,2,1
"see americans",1,1,1
"see another",7,1,20
"see back",11,2,16
"see book",4,1,4
"see came",3,1,2
"see car",2,1,4
"see cat",1,1,3
"see change",3,1,3
"see community",2,1,1
"see details",2,1,1
"see difference",5,1,2
"see every",8,1,6
"see family",13,1,6
"see finished",4,2,3
"see first",16,1,15
"see free",3,1,3
"see get",13,1,23
"see girl",5,1,5
"see going",10,1,5
"see good",6,1,16
"see happen",4,1,4
"see happening",2,1,3
"see happens",14,2,15
"see huge",1,1,1
"see images",2,1,1
"see kids",3,1,4
"see light",14,2,7
"see light day",2,2,1
"see many",28,1,34
"see may",5,1,4
"see much",21,2,19
"see must",2,1,2
"see next",7,3,57
"see next time",1,1,9
"see often",4,1,7
"see ok",1,1,1
"see person",5,1,7
"see police",1,1,2
"see re",10,3,37
"see real",5,1,10
"see rest",5,1,6
"see said",5,2,3
"see self",2,1,1
"see something",23,1,17
"see something like",1,1,2
"see son",5,1,1
"see steam",1,1,1
"see sun",2,1,7
"see take",10,1,5
"see team",1,1,4
"see technology",1,1,1
"see things",22,2,13
"see time",5,1,3
"see today",5,1,28
"see true",1,1,8
"see us",14,1,100
"see value",3,1,3
"see weekend",1,1,16
"see well",8,1,7
"see will",22,1,13
"see works",3,1,6
"seeing first",5,1,1
"seeing lot",5,1,3
"seeing things",3,1,5
"seeing work",2,1,1
"seek make",1,1,1
"seeking new",1,1,3
"seem able",5,1,2
"seem find",5,1,8
"seem like",53,3,41
"seem like lot",3,1,2
"seem little",5,1,2
"seem mind",2,1,3
"seems almost",1,1,2
"seems bit",10,1,3
"seems fair",2,1,2
"seems like",107,8,193
"seems like good",7,1,6
"seems like nice",2,1,1
"seems like s",5,1,4
"seems much",5,1,4
"seems one",8,1,2
"seems right",3,1,4
"seems running",1,1,1
"seen better",1,1,2
"seen everything",1,1,1
"seen far",3,1,4
"seen film",2,1,2
"seen happen",3,2,1
"seen heard",4,1,6
"seen last",6,1,3
"seen least",2,1,2
"seen long",5,1,3
"seen look",4,1,2
"seen movie",7,1,5
"seen naked",1,1,1
"seen since",6,1,14
"seen two",2,1,3
"seen us",1,1,3
"seen yet",2,1,14
"select group",1,1,1
"self absorbed",5,1,2
"self check",1,1,1
"self conscious",9,1,4
"self defense",9,1,9
"self deprecating",5,1,1
"self described",3,3,1
"self destructive",3,1,2
"self employed",3,1,3
"self help",6,1,4
"self identified",2,1,1
"self loathing",3,1,2
"self made",2,2,1
"self proclaimed",5,2,3
"self professed",3,1,1
"self reliance",3,1,1
"self sufficient",6,1,3
"self titled",5,1,3
"self titled debut",3,1,1
"sell like",1,1,3
"sell many",2,1,1
"sell may",1,1,1
"selling tickets",1,1,4
"senate race",1,1,2
"send back",4,1,4
"send emails",2,1,5
"send favorite",1,1,2
"send message",3,1,19
"send us",15,1,54
"senior center",1,1,6
"senior citizen",3,1,2
"senior leaders",1,1,1
"senior vice",2,3,2
"senior vice president",2,3,2
"senior year",10,5,14
"sense community",7,2,2
"sense style",5,1,5
"sense us",3,1,1
"sent back",5,1,2
"sent bed",1,1,1
"sent home",9,1,5
"sent hospital",1,1,1
"sent letter",3,1,1
"sent may",1,1,1
"sent note",1,1,1
"sent one",2,1,2
"sentenced death",2,1,1
"sept 11",3,6,3
"sept 15",1,1,1
"sept 18",2,1,1
"sept 29",1,1,3
"sept 30",1,1,2
"september 1",2,1,1
"serial killer",12,2,4
"series 3",1,1,2
"series 4",3,1,1
"series called",3,1,1
"series can",1,1,1
"series finale",1,1,13
"series first",4,1,2
"series lead",1,1,4
"series one",3,1,2
"series original",1,1,1
"series pretty",1,1,1
"series re",1,1,1
"series will",7,2,6
"serious back",1,1,1
"serious crime",2,1,1
"serious now",1,1,1
"seriously injured",5,1,1
"seriously know",1,1,5
"serve community",1,1,1
"serve one",1,1,1
"serve purpose",2,1,2
"server s",3,1,3
"service change",1,1,1
"service companies",1,1,1
"service members",2,1,2
"service one",3,1,1
"service providers",1,2,2
"service time",1,1,1
"service will",5,2,5
"services just",3,1,1
"services offer",1,1,2
"sesame oil",5,5,1
"sesame street",5,1,4
"session will",6,1,4
"sessions good",1,1,1
"set around",1,1,2
"set aside",62,10,3
"set begin",1,2,2
"set big",3,1,3
"set date",2,1,6
"set eyes",1,1,1
"set fire",6,1,11
"set first",2,1,1
"set foot",4,1,1
"set free",13,1,15
"set goal",6,1,2
"set just",3,1,7
"set mood",2,1,3
"set new",7,1,8
"set open",2,2,1
"set piece",3,1,1
"set put",2,1,1
"set stage",1,2,2
"set start",1,1,2
"set stone",6,2,3
"set take",2,2,2
"set things",4,1,2
"set time",1,1,2
"set tone",1,2,2
"set us",5,1,2
"sets new",1,1,1
"sets tone",2,1,2
"setting house",1,1,1
"seven days",13,3,5
"seven games",2,1,1
"seven months",8,1,1
"seven years",20,7,9
"seven years ago",2,3,4
"seventh grade",3,3,3
"several days",17,3,2
"several different",17,1,2
"several hours",15,3,6
"several hundred",6,1,2
"several key",4,1,1
"several major",6,1,1
"several people",15,1,3
"several reasons",4,1,2
"several small",2,1,1
"several thousand",1,1,2
"several times",49,2,16
"several years",67,15,8
"several years ago",13,6,2
"severe weather",2,3,3
"sexual abuse",15,1,1
"sexually abused",1,2,2
"sexually assaulted",2,1,1
"sexually transmitted",5,1,1
"shake things",4,1,4
"shakespeare s",18,1,6
"shane s",3,1,5
"shangri la",1,1,1
"shaped like",5,1,3
"share children",2,1,1
"share ideas",4,1,3
"share information",9,1,1
"share prices",1,1,1
"share recipe",2,1,1
"share s",5,1,2
"share students",1,1,1
"share time",5,1,2
"shared sense",2,1,1
"shark fin",8,1,1
"sharp edge",2,1,1
"shaved head",1,1,2
"sheen s",1,2,3
"sheet paper",8,1,3
"shelf life",6,2,3
"shell just",1,1,1
"sheriff s",9,24,2
"sheriff s office",4,7,1
"sherlock holmes",2,2,5
"ship s",12,1,2
"shirt just",4,1,2
"shoes way",1,1,1
"shook head",20,1,2
"shoot first",2,1,3
"shop s",4,1,2
"shopping cart",7,1,10
"shopping center",9,3,1
"shopping experience",3,1,1
"short amount",4,1,2
"short amount time",4,1,2
"short film",3,1,17
"short hair",5,1,7
"short list",7,1,1
"short lived",8,1,6
"short lot",1,1,1
"short one",4,1,2
"short order",4,1,1
"short ribs",1,1,2
"short staffed",3,2,1
"short story",47,1,14
"short term",38,4,18
"short time",36,3,3
"short vacation",1,1,2
"short walk",4,1,1
"short weeks",3,1,1
"shot chest",2,2,1
"shot put",1,2,1
"shot s",1,2,5
"shoulder injury",2,2,2
"show 10",1,1,4
"show another",4,1,1
"show bad",1,1,3
"show better",1,1,5
"show business",2,1,10
"show called",5,1,16
"show can",9,1,15
"show different",3,1,2
"show dog",1,1,2
"show even",4,1,1
"show every",3,1,4
"show everybody",1,1,1
"show first",5,2,3
"show fun",3,1,2
"show go",3,1,8
"show history",1,1,2
"show ll",4,1,5
"show love",15,1,45
"show mean",1,1,3
"show one",12,2,9
"show regular",1,1,1
"show s",34,6,32
"show season",1,1,10
"show show",3,1,6
"show still",1,1,5
"show takes",1,1,1
"show television",1,1,1
"show true",2,1,3
"show two",1,1,4
"show will",9,2,15
"show works",2,1,1
"showed big",1,1,1
"showed s",2,1,3
"shows even",1,1,3
"shows like",4,2,4
"shows lot",1,1,2
"shows s",5,1,4
"shows think",2,1,1
"shows weekend",1,2,6
"shows will",2,2,6
"shredded coconut",1,1,1
"shut door",2,1,4
"shut us",1,1,1
"shuttle bus",1,1,3
"shuttle challenger",1,2,1
"sick days",1,1,1
"sick leave",2,1,5
"sick people",4,1,6
"side dish",6,1,5
"side doors",1,1,2
"side effect",12,1,4
"side effects",17,2,4
"side highway",1,1,2
"side house",1,1,2
"side ll",1,1,3
"side one",4,1,1
"side right",2,1,4
"side right side",1,1,1
"side road",16,1,6
"side room",4,1,1
"side s",6,1,9
"side side",21,3,9
"side streets",2,1,1
"side things",7,1,3
"side wall",6,1,1
"side world",6,1,2
"sierra leone",2,1,1
"sigh relief",6,1,7
"sight behold",1,1,1
"sign agreement",1,1,1
"sign front",1,1,1
"sign like",1,1,2
"sign said",1,1,2
"signed law",2,1,1
"signed new",2,1,3
"signed two",2,1,1
"significant change",4,1,2
"significantly higher",1,1,2
"signs made",1,1,1
"signs three",1,1,1
"silent night",1,1,1
"silicon valley",5,3,6
"silver lake",2,1,4
"silver lining",2,1,7
"simon &",8,1,1
"simon & schuster",7,1,1
"simon s",2,1,2
"simple plan",2,1,1
"simple roast",1,1,1
"simple roast chicken",1,1,1
"simply enough",3,1,1
"simply put",12,2,1
"simpson s",2,1,4
"since 07",1,1,1
"since 1",2,1,1
"since 1952",1,1,1
"since 1968",1,1,1
"since 1990",1,2,3
"since 1992",1,1,1
"since 1995",1,1,2
"since 1998",3,1,1
"since 2000",2,1,3
"since 2001",2,1,3
"since 2003",2,3,1
"since 2004",1,1,2
"since 2005",5,1,2
"since 2006",6,2,2
"since 2007",4,5,3
"since 2008",3,3,5
"since 2009",6,3,2
"since 2010",2,1,5
"since 7",2,1,5
"since april",4,1,5
"since august",4,1,1
"since began",7,2,1
"since birth",3,1,2
"since bought",1,1,1
"since came",7,1,6
"since day",8,2,8
"since day one",1,1,3
"since days",3,1,2
"since discovered",1,1,1
"since early",5,3,3
"since entered",2,1,2
"since game",1,1,2
"since going",1,1,1
"since jan",1,2,1
"since january",6,2,4
"since july",4,1,2
"since june",2,2,2
"since kid",3,1,3
"since last",52,6,28
"since last summer",1,1,1
"since last year",7,2,2
"since late",6,1,2
"since least",1,1,1
"since march",2,1,4
"since may",7,1,2
"since moving",4,1,2
"since new",3,1,3
"since november",8,3,2
"since probably",3,1,1
"since recession",1,1,1
"since release",2,1,1
"since spring",3,1,1
"since starting",2,1,1
"since took",2,2,2
"since us",2,1,2
"since ve",68,2,46
"since working",1,1,1
"sing along",3,1,13
"singer guitarist",3,1,1
"singer s",3,2,4
"singing competition",2,1,5
"singing dancing",1,1,2
"singing praises",1,1,1
"singing s",2,1,4
"singing voices",3,1,1
"single day",29,1,15
"single digits",1,1,3
"single game",1,2,4
"single handedly",10,1,7
"single man",1,1,2
"single one",15,1,16
"single s",3,1,6
"sister brother",5,1,5
"sister brother law",1,1,1
"sit around",10,1,15
"sit back",28,1,16
"sit desk",1,1,1
"sit just",1,1,2
"sit next",6,1,13
"site also",4,1,1
"site can",3,1,3
"site first",4,3,2
"site just",1,1,5
"site may",1,1,1
"site new",2,2,2
"site now",2,1,3
"site s",9,2,8
"site said",1,1,1
"site will",7,1,6
"sites like",4,3,4
"sitting across",7,1,2
"sitting behind",3,1,5
"sitting chair",3,1,1
"sitting couch",5,1,8
"sitting room",11,1,5
"situation will",4,1,1
"six children",5,1,1
"six days",8,2,3
"six feet",2,1,4
"six figure",3,2,2
"six months",46,7,9
"six point",1,1,1
"six times",10,2,3
"six week",3,1,1
"six weeks",19,2,4
"six years",34,10,5
"six years ago",12,3,1
"sixth avenue",1,1,1
"sixth grade",5,2,3
"sixth time",1,2,1
"size 6",1,1,2
"size depending",1,1,1
"size large",1,1,1
"skating rink",2,1,4
"sketch pad",1,1,1
"ski resort",1,1,1
"skill level",3,1,1
"skills needed",1,1,1
"skinny jeans",9,1,18
"slammed brakes",2,1,1
"sleep can",2,1,5
"sleep deprivation",2,1,6
"sleep deprived",1,1,3
"sleep one",1,1,4
"sleep s",5,2,6
"sleep time",3,1,10
"sleep without",1,1,3
"slightly better",4,1,3
"slightly different",13,1,2
"slightly higher",1,1,1
"slightly less",9,1,6
"slippery slope",3,1,3
"slo mo",2,1,2
"slow long",1,1,1
"slow motion",14,2,6
"small business",15,1,30
"small businesses",9,3,12
"small change",2,1,1
"small group",13,3,12
"small growing",1,1,1
"small large",2,1,2
"small one",6,1,1
"small plate",3,1,3
"small plates",1,2,6
"small portion",1,1,1
"small practice",1,1,1
"small time",2,1,1
"small victories",1,1,3
"smaller ones",1,1,1
"smart phone",5,2,6
"smartphone market",1,1,1
"smartphone tablet",1,1,1
"smell like",8,1,51
"smile face",17,1,22
"smith s",31,5,7
"smith said",2,5,1
"smoke free",4,1,1
"smoked salmon",3,1,3
"snack bar",2,1,1
"snake river",1,1,1
"snooze button",2,1,4
"soaking wet",1,1,1
"soap opera",5,1,6
"soap water",4,1,2
"soccer field",1,1,2
"soccer game",5,1,18
"soccer team",1,1,15
"social events",2,1,1
"social justice",4,2,9
"social life",7,1,8
"social media",101,4,377
"social media sites",5,1,1
"social network",10,1,24
"social networking",18,2,28
"social networks",7,1,18
"social research",1,1,1
"social security",27,8,10
"social security medicare",2,1,1
"social service",4,2,1
"social studies",1,1,5
"social worker",16,2,4
"softball team",1,3,4
"software company",1,1,2
"solar energy",3,1,2
"sold auction",1,1,2
"soldiers killed",3,1,1
"solicitor general",4,1,1
"solid foundation",4,1,1
"solid waste",1,1,1
"solve problems",12,1,17
"solving problem",4,1,1
"somebody else",11,3,20
"somebody will",5,1,6
"someone actually",5,1,4
"someone always",4,1,6
"someone else",132,5,159
"someone everything",1,1,1
"someone getting",1,1,4
"someone just",10,1,31
"someone love",11,1,18
"someone please",4,1,29
"someone right",1,1,4
"someone s",73,1,114
"someone say",8,1,21
"someone show",1,1,2
"someone special",2,1,6
"someone thought",1,1,4
"someone tries",5,1,3
"someone without",3,1,3
"someone working",1,1,1
"something already",3,2,1
"something amazing",6,1,2
"something better",10,1,11
"something big",9,1,17
"something bit",12,1,1
"something comes",1,1,3
"something d",12,1,6
"something done",7,2,5
"something else",96,5,66
"something even",8,3,5
"something funny",5,2,8
"something get",10,2,8
"something gets",1,1,1
"something going",10,1,8
